"lang"
{ 
	"Language" "schinese" 
	"DOTA_Tooltip_ability_hoodwink_sharpshooter_lua_release" 	 "终结一箭穿心"
	"DOTA_Tooltip_ability_hoodwink_sharpshooter_lua_release_Description" 	 "开一枪，恢复移动和攻击能力。"
	"DOTA_Tooltip_ability_hoodwink_sharpshooter_lua_release_Lore" 	 "火！"

	"DOTA_Tooltip_modifier_hoodwink_sharpshooter_windup" 	 "神枪手"
	"DOTA_Tooltip_modifier_hoodwink_sharpshooter_windup_Description" 	 "生物为 Sharpshooter 的能力充电以增加其伤害和效果；它不能攻击或移动。"
	"DOTA_Tooltip_modifier_hoodwink_sharpshooter_debuff" 	 "神枪手"
	"DOTA_Tooltip_modifier_hoodwink_sharpshooter_debuff_Description" 	 "被动能力已禁用，移动速度减慢 %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%。"

	"DOTA_Tooltip_ability_npc_dota_hero_hoodwink_1" 	 "+50 橡子射击伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_hoodwink_2" 	 "+16% 疾走闪避"
	"DOTA_Tooltip_ability_npc_dota_hero_hoodwink_3" 	 "+2 橡子射击弹跳次数"
	"DOTA_Tooltip_ability_npc_dota_hero_hoodwink_4" 	 "-40 秒一箭穿心 CD"

		//============================================================================================ PRIMAL =============================================================================================

	"DOTA_Tooltip_ability_primal_beast_rock_throw_lua" 	 "掷"
	"DOTA_Tooltip_ability_primal_beast_rock_throw_lua_Description" 	 "向目标位置投掷一块石头，使敌人昏迷并造成伤害。"
	"DOTA_Tooltip_ability_primal_beast_rock_throw_lua_base_damage" 	 "伤害："
	"DOTA_Tooltip_ability_primal_beast_rock_throw_lua_impact_radius" 	 "影响半径："
	"DOTA_Tooltip_ability_primal_beast_rock_throw_lua_stun_duration" 	 "眩晕时间："

	"DOTA_Tooltip_ability_primal_beast_trample_lua" 	 "踏"
	"DOTA_Tooltip_ability_primal_beast_trample_lua_Description" 	 "英雄践踏一切。每走过 %step_distance% 点，英雄周围区域的敌人都会受到基础伤害，并增加英雄攻击造成的伤害。当此能力处于活动状态时，兽无法攻击"
	"DOTA_Tooltip_ability_primal_beast_trample_lua_base_damage" 	 "基础伤害："
	"DOTA_Tooltip_ability_primal_beast_trample_lua_attack_damage" 	 "%攻击伤害倍数："
	"DOTA_Tooltip_ability_primal_beast_trample_lua_effect_radius" 	 "伤害半径："
	"DOTA_Tooltip_ability_primal_beast_trample_lua_duration" 	 "持续时间："

	"DOTA_Tooltip_ability_primal_beast_uproar_lua" 	 "吼"
	"DOTA_Tooltip_ability_primal_beast_uproar_lua_Description" 	 "英雄的恶脾气被激活，增加自己的护甲和基础伤害，并减缓周围的敌人。"
	"DOTA_Tooltip_ability_primal_beast_uproar_lua_bonus_damage" 	 "%额外攻击力："
	"DOTA_Tooltip_ability_primal_beast_uproar_lua_armor" 	 "提升护甲："
	"DOTA_Tooltip_ability_primal_beast_uproar_lua_slow" 	 "%移速减慢："
	"DOTA_Tooltip_ability_primal_beast_uproar_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_primal_beast_uproar_lua_radius" 	 "咆哮半径："

	"DOTA_Tooltip_ability_primal_beast_pulverize_lua" 	 "砸"
	"DOTA_Tooltip_ability_primal_beast_pulverize_lua_Description" 	 " 抓住一个目标敌人并将其多次猛击到地面，对该区域内的所有敌人造成伤害并短暂击晕他们。持续时间：%channel_time% 秒。"
	"DOTA_Tooltip_ability_primal_beast_pulverize_lua_splash_radius" 	 "冲击半径："
	"DOTA_Tooltip_ability_primal_beast_pulverize_lua_ministun" 	 "眩晕时间："
	"DOTA_Tooltip_ability_primal_beast_pulverize_lua_interval" 	 "打击间隔："
	"DOTA_Tooltip_ability_primal_beast_pulverize_lua_damage" 	 "冲击伤害："

	"DOTA_Tooltip_ability_npc_dota_hero_primal_beast_1" 	 "+20% 踏伤害倍率"
	"DOTA_Tooltip_ability_npc_dota_hero_primal_beast_2" 	 "+240 掷伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_primal_beast_3" 	 "+10% 吼伤害加成"
	"DOTA_Tooltip_ability_npc_dota_hero_primal_beast_4" 	 "+250 砸伤害"
				
	//============================================================================================ devourer =============================================================================================

	"DOTA_Tooltip_ability_outworld_devourer_arcane_orb_lua" 	 "奥术天球"
	"DOTA_Tooltip_ability_outworld_devourer_arcane_orb_lua_Description" 	 "英雄根据当前法力为攻击注入额外的魔法伤害。 非主要目标受到 50% 的伤害。"
	"DOTA_Tooltip_ability_outworld_devourer_arcane_orb_lua_mana_pool_damage_pct" 	 "%当前魔法值伤害："
	"DOTA_Tooltip_ability_outworld_devourer_arcane_orb_lua_manacost" 	 "%当前法力消耗："
	"DOTA_Tooltip_ability_outworld_devourer_arcane_orb_lua_radius" 	 "半径："
		
	"DOTA_Tooltip_ability_outworld_devourer_astral_imprisonment_lua" 	 "星体禁锢"
	"DOTA_Tooltip_ability_outworld_devourer_astral_imprisonment_lua_Description" 	 "将目标生物置于星界禁锢中，在那里它是刀枪不入的，无法做任何事情。当效果结束时，它会爆炸，对目标造成伤害。"
	"DOTA_Tooltip_ability_outworld_devourer_astral_imprisonment_lua_damage" 	 "伤害："
	"DOTA_Tooltip_ability_outworld_devourer_astral_imprisonment_lua_prison_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_outworld_devourer_astral_imprisonment_lua_radius" 	 "伤害半径："
		
	"DOTA_Tooltip_ability_outworld_devourer_flux_lua" 	 "精华变迁"
	"DOTA_Tooltip_ability_outworld_devourer_flux_lua_Description" 	 "每次施放此技能都有机会恢复你最大法力值的一小部分。"
	"DOTA_Tooltip_ability_outworld_devourer_flux_lua_chance" 	 "％触发几率："
	"DOTA_Tooltip_ability_outworld_devourer_flux_lua_mp_back" 	 "%最大法力恢复："
	
	"DOTA_Tooltip_ability_outworld_devourer_sanitys_eclipse_lua" 	 "神智之蚀"
	"DOTA_Tooltip_ability_outworld_devourer_sanitys_eclipse_lua_Description" 	 "造成精神爆炸，造成基于英雄法力值的伤害。影响受星界禁锢影响的敌人。"
	"DOTA_Tooltip_ability_outworld_devourer_sanitys_eclipse_lua_damage" 	 "基础伤害："
	"DOTA_Tooltip_ability_outworld_devourer_sanitys_eclipse_lua_mana_mult" 	 "法力伤害系数："
	"DOTA_Tooltip_ability_outworld_devourer_sanitys_eclipse_lua_radius" 	 "半径："
	
	"DOTA_Tooltip_ability_npc_dota_hero_outworld_devourer_tal1" 	 "+1 星体禁锢充能"
	"DOTA_Tooltip_ability_npc_dota_hero_outworld_devourer_tal2" 	 "+10% 精华变迁几率"
	"DOTA_Tooltip_ability_npc_dota_hero_outworld_devourer_tal3" 	 "+2% 奥术天球伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_outworld_devourer_tal4" 	 "+0.1神智之蚀法力伤害系数"


		//============================================================================================ DESTOR =============================================================================================
		
	"npc_dota_hero_destroyer" 	 "驱逐舰"

	"DOTA_Tooltip_ability_hero_destroyer_first_skill_totem" 	 "毁灭者图腾"
	"DOTA_Tooltip_ability_hero_destroyer_first_skill_totem_Description" 	 "英雄通过种植图腾将他的武器推入地面。图腾每秒对 %radius% 半径内的所有敌人造成伤害，并将他们击退 %back% 个单位。图腾范围内的盟友每秒恢复生命值。"
	"DOTA_Tooltip_ability_hero_destroyer_first_skill_totem_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_hero_destroyer_first_skill_totem_damage" 	 "每秒基础伤害："
	"DOTA_Tooltip_ability_hero_destroyer_first_skill_totem_damage_str" 	 "伤害强度百分比："
	"DOTA_Tooltip_ability_hero_destroyer_first_skill_totem_regen" 	 "每秒恢复 % 生命值："
	"DOTA_Tooltip_ability_hero_destroyer_first_skill_totem_radius" 	 "半径："
		
	"DOTA_Tooltip_ability_hero_destroyer_second_skill_armor" 	 "毁灭者装甲"
	"DOTA_Tooltip_ability_hero_destroyer_second_skill_armor_description" 	 "切换技能会给英雄带来各种增益。\n <font color='#FF0000'>毁灭者护甲：<br> </font> 护甲加成：%armor% <br> 暴击几率：%crit_chance%%% <br > 暴击伤害：%crit_damage%% \n <font color='#0000ff'>毁灭者抗性：<br> </font> 魔法抗性加成：%fresist% <br> 法术增强加成：%fspell_amp%% % \n <font color='#00FF00'> 驱逐舰健康：<br> </font> 健康再生加成：%fregen%%% <br> 吸血鬼加成：%flifesteal%%%"
	"DOTA_Tooltip_ability_hero_destroyer_second_skill_armor_armor" 	 "提升护甲："
	"DOTA_Tooltip_ability_hero_destroyer_second_skill_armor_crit_chance" 	 "%暴击率："
	"DOTA_Tooltip_ability_hero_destroyer_second_skill_armor_crit_damage" 	 "%暴击伤害："
		
	"DOTA_Tooltip_ability_hero_destroyer_second_skill_resist" 	 "反抗破坏者"
	"DOTA_Tooltip_ability_hero_destroyer_second_skill_resist_description" 	 "切换技能会给英雄带来各种增益。\n <font color='#FF0000'>毁灭者护甲：<br> </font> 护甲加成：%farmor% <br> 暴击几率：%fcrit_chance%%% <br > 暴击伤害：%fcrit_damage%% \n <font color='#0000ff'>毁灭者抗性：<br> </font> 魔法抗性加成：%resist% <br> 法术增强加成：%spell_amp%% % \n <font color='#00FF00'> 驱逐舰健康：<br> </font> 健康再生加成：%fregen%%% <br> 吸血鬼加成：%flifesteal%%%"
	"DOTA_Tooltip_ability_hero_destroyer_second_skill_resist_resist" 	 "魔法抗性加成："
	"DOTA_Tooltip_ability_hero_destroyer_second_skill_resist_spell_amp" 	 "%额外法术改进："
		
	"DOTA_Tooltip_ability_hero_destroyer_second_skill_hp" 	 "驱逐舰健康"
	"DOTA_Tooltip_ability_hero_destroyer_second_skill_hp_description" 	 "切换技能会给英雄带来各种增益。\n <font color='#FF0000'>毁灭者护甲：<br> </font> 护甲加成：%farmor% <br> 暴击几率：%fcrit_chance%%% <br > 暴击伤害：%fcrit_damage%% \n <font color='#0000ff'>毁灭者抗性：<br> </font> 魔法抗性加成：%fresist% <br> 法术增强加成：%fspell_amp%% % \n <font color='#00FF00'> 驱逐舰健康：<br> </font> 健康再生加成：%regen%%% <br> 吸血鬼加成：%lifesteal%%%"
	"DOTA_Tooltip_ability_hero_destroyer_second_skill_hp_regen" 	 "%额外生命恢复："
	"DOTA_Tooltip_ability_hero_destroyer_second_skill_hp_lifesteal" 	 "吸血鬼的 % 奖励："
		
	"DOTA_Tooltip_ability_hero_destroyer_third_skill" 	 "破坏者打击"
	"DOTA_Tooltip_ability_hero_destroyer_third_skill_Description" 	 "英雄的打击是如此具有毁灭性，以至于他会拉屎路上的每个人，减慢他们的速度并减少被击中敌人的伤害。"
	"DOTA_Tooltip_ability_hero_destroyer_third_skill_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_hero_destroyer_third_skill_slow_ms" 	 "%移动速度减缓："
	"DOTA_Tooltip_ability_hero_destroyer_third_skill_slow_as" 	 "慢攻："
	"DOTA_Tooltip_ability_hero_destroyer_third_skill_incom_damage" 	 "％减少伤害："
		
	"DOTA_Tooltip_ability_hero_destroyer_ult" 	 "驱逐舰"
	"DOTA_Tooltip_ability_hero_destroyer_ult_Description" 	 "英雄用力将图腾猛击在地上，小范围内的所有敌人都会失去方向，变得不活跃或攻击最近的目标，包括盟友。"
	"DOTA_Tooltip_ability_hero_destroyer_ult_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_hero_destroyer_ult_damage" 	 "伤害："
	"DOTA_Tooltip_ability_hero_destroyer_ult_str_mult" 	 "伤害强度百分比："
	"DOTA_Tooltip_ability_hero_destroyer_ult_radius" 	 "半径："
		
	"DOTA_Tooltip_modifier_hero_destroyer_second_skill_armor" 	 "毁灭者装甲"
	"DOTA_Tooltip_modifier_hero_destroyer_second_skill_resist" 	 "反抗破坏者"
	"DOTA_Tooltip_modifier_hero_destroyer_second_skill_hp" 	 "驱逐舰健康"
				
		
	"DOTA_Tooltip_ability_npc_dota_hero_destroyer_tal1" 	 "+10% 毁灭者图腾强度伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_destroyer_tal2" 	 "+1.5% 毁灭者图腾生命恢复"
	"DOTA_Tooltip_ability_npc_dota_hero_destroyer_tal3" 	 "+6% 驱逐舰命中减伤"
	"DOTA_Tooltip_ability_npc_dota_hero_destroyer_tal4" 	 "100% 毁灭者力量伤害"

		//============================================================================================ABADDON=============================================================================================
		
			
	"DOTA_Tooltip_ability_abaddon_mist_coil_lua" "雾圈"
	"DOTA_Tooltip_ability_abaddon_mist_coil_lua_description" "他以牺牲自己的健康为代价释放致命的迷雾，伤害敌人或治疗盟友。"
	"DOTA_Tooltip_ability_abaddon_mist_coil_lua_self_damage" "对自己的伤害："
	"DOTA_Tooltip_ability_abaddon_mist_coil_lua_target_damage" "损害："
	"DOTA_Tooltip_ability_abaddon_mist_coil_lua_heal_amount" "治疗："
	
	"DOTA_Tooltip_ability_abaddon_aphotic_shield_lua" "无光盾"
	"DOTA_Tooltip_ability_abaddon_aphotic_shield_lua_description" "用黑暗能量屏障包围盟友，吸收一定量的伤害。如果屏障被摧毁或破坏，它会爆炸并对附近的敌人造成等同于屏障生命值的伤害。施法会移除目标的眩晕和大部分减益效果。"
	"DOTA_Tooltip_ability_abaddon_aphotic_shield_lua_duration" "期间："
	"DOTA_Tooltip_ability_abaddon_aphotic_shield_lua_damage_absorb" "屏障健康/损害："
	"DOTA_Tooltip_ability_abaddon_aphotic_shield_lua_radius" "半径："
	
	"DOTA_Tooltip_ability_abaddon_curse_of_avernus_lua" "地狱的诅咒"
	"DOTA_Tooltip_ability_abaddon_curse_of_avernus_lua_description" "英雄的攻击会减慢受害者的移动速度。如果一个敌人被攻击 %hit_count% 次，它就会被诅咒：所有针对这个敌人的攻击都会消耗它的生命值并治疗英雄。英雄获得攻击速度加成。"
	"DOTA_Tooltip_ability_abaddon_curse_of_avernus_lua_duration" "期间："
	"DOTA_Tooltip_ability_abaddon_curse_of_avernus_lua_hit_count" "罢工："
	"DOTA_Tooltip_ability_abaddon_curse_of_avernus_lua_movement_speed" "%慢动作："
	"DOTA_Tooltip_ability_abaddon_curse_of_avernus_lua_lifesteal" "健康泄漏："
	"DOTA_Tooltip_ability_abaddon_curse_of_avernus_lua_bonus_as" "攻击速度奖励："
	
	"DOTA_Tooltip_ability_abaddon_borrowed_time_lua" "借来的时间"
	"DOTA_Tooltip_ability_abaddon_borrowed_time_lua_description" "将受到的所有伤害转化为治疗。施法会移除大部分减益效果。如果该能力准备就绪，它会在佩戴者的生命值低于 400 时自动触发。"
	"DOTA_Tooltip_ability_abaddon_borrowed_time_lua_duration" "期间："
	"DOTA_Tooltip_ability_abaddon_borrowed_time_lua_hp_threshold" "健康阈值："
	
	"DOTA_Tooltip_ability_npc_dota_hero_abaddon_1" "+380 к 无光之盾"
	"DOTA_Tooltip_ability_npc_dota_hero_abaddon_2" "Mist Coil 应用于 300 多个区域"
	"DOTA_Tooltip_ability_npc_dota_hero_abaddon_3" "+150 所有迷雾缠绕值"
	"DOTA_Tooltip_ability_npc_dota_hero_abaddon_4" "-1 年前 Avernus 的诅咒"
	
	//============================================================================================MARCI=============================================================================================	
	
	"DOTA_Tooltip_ability_marci_dispose_lua" "处置"
	"DOTA_Tooltip_ability_marci_dispose_lua_Description" "英雄用拳头猛击地面，对附近的敌人造成伤害并晒黑。"
	"DOTA_Tooltip_ability_marci_dispose_lua_stun_duration" "眩晕时间："
	"DOTA_Tooltip_ability_marci_dispose_lua_impact_damage" "伤害："

	"DOTA_Tooltip_ability_marci_rebound_lua" "命中"
	"DOTA_Tooltip_ability_marci_rebound_lua_Description" "全力猛击敌人，剥去他们的部分盔甲并使他们昏迷。"
	"DOTA_Tooltip_ability_marci_rebound_lua_bonus_damage" "额外伤害："
	"DOTA_Tooltip_ability_marci_rebound_lua_duration" "持续时间："
	"DOTA_Tooltip_ability_marci_rebound_lua_armor" "护甲降低："
	"DOTA_Tooltip_modifier_marci_passive_hit_ready" "命中准备"
	"DOTA_Tooltip_modifier_marci_passive_hit_ready_Description" "准备摇滚！"

	"DOTA_Tooltip_ability_marci_sidekick_lua" "伙伴"
	"DOTA_Tooltip_ability_marci_sidekick_lua_Description" "给你额外的吸血和攻击力。"
	"DOTA_Tooltip_ability_marci_sidekick_lua_buff_duration" "持续时间："
	"DOTA_Tooltip_ability_marci_sidekick_lua_lifesteal_pct" "%LIFESTEAL:"
	"DOTA_Tooltip_ability_marci_sidekick_lua_bonus_damage" "奖励伤害："

	"DOTA_Tooltip_ability_marci_unleash_lua" "释放"
	"DOTA_Tooltip_ability_marci_unleash_lua_Description" "调用你的隐藏力量并获得狂怒蓄力，让你能够快速打击，在 %pulse_debuff_duration% 秒内减缓目标的移动和攻击。每个狂怒连击的最后一击会在目标周围产生破坏性涟漪。无法攻击%time_between_flurries% 秒。\n\n使用此能力可获得 +%bonus_movespeed%%% 的移动速度。"
	"DOTA_Tooltip_ability_marci_unleash_lua_duration" "持续时间："
	"DOTA_Tooltip_ability_marci_unleash_lua_charges_per_flurry" "狂暴连击："
	"DOTA_Tooltip_ability_marci_unleash_lua_pulse_radius" "脉冲半径："
	"DOTA_Tooltip_ability_marci_unleash_lua_pulse_damage" "脉冲伤害："
	"DOTA_Tooltip_ability_marci_unleash_lua_pulse_move_slow_pct" "%慢动作："
	"DOTA_Tooltip_ability_marci_unleash_lua_pulse_attack_slow_pct" "基础攻击速度降低："
	"DOTA_Tooltip_ability_marci_unleash_lua_flurry_bonus_attack_speed" "额外攻击速度："
	"DOTA_Tooltip_modifier_marci_unleash_lua_fury" "释放"
	"DOTA_Tooltip_modifier_marci_unleash_lua_fury_Description" "怒火冲刺"

	"DOTA_Tooltip_ability_npc_dota_hero_marci_1" "+220 处置伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_marci_2" "+20 Sidekick 吸血"
	"DOTA_Tooltip_ability_npc_dota_hero_marci_3" "+80 命中伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_marci_4" "-20s 释放 cd"	

		//============================================================================================ANAKIM=============================================================================================
		

	"DOTA_Tooltip_ability_anakim_pulse" "阿纳基姆脉冲"
	"DOTA_Tooltip_ability_anakim_pulse_description" "向目标方向召唤 10 道光束，每道造成伤害。"
	"DOTA_Tooltip_ability_anakim_pulse_damage" "损害："
	
	"DOTA_Tooltip_ability_anakim_chaos" "阿纳金混沌"
	"DOTA_Tooltip_ability_anakim_chaos_description" "Anakim 诅咒的力量使敌人自相残杀。 Anakim 对被诅咒者的魔法伤害增加。"
	"DOTA_Tooltip_ability_anakim_chaos_radius" "诅咒半径："
	"DOTA_Tooltip_ability_anakim_chaos_duration" "期间："
	"DOTA_Tooltip_ability_anakim_chaos_spell_amp" "%DOP。魔法伤害："
	
	"DOTA_Tooltip_ability_anakim_wisp" "阿纳基姆贝壳"
	"DOTA_Tooltip_ability_anakim_wisp_description" "Anakim 通过杀死敌人获得能量。每次充电都会产生屏障、伤害并增加英雄的魔法伤害。受到伤害时，Anakim 会失去这些充能。"
